Tahun	Bulan	Jenis Ikan	Volume Produksi (kg)
2023	Mei	 Kakak Tua	3
2023	Mei	Ayam-ayam	-
2023	Mei	 Rejung	-
2023	Mei	"Kaci Sweetlips 
Fish"	-
2023	Mei	Udang Raja King shrimp	-
2023	Mei	"Udang 
Windu Penaeus 
monodon"	-
2023	Mei	"Udang 
Ketak/Mantis Odontodactylus 
scyllarus"	-
2023	Mei	"Binatang 
berkulit 
keras Others"	-
2023	Mei	"Kapas - 
Kapas Gerres 
fiamentous"	-
2023	Mei	"Setuhuk 
Hitam [BLM] Makair"	-
2023	Mei	"wanggi/  
Mata besar Priacanthus 
Tayenus"	-
2023	Juni	Teri (Anchovy)	45.814
2023	Juni	Teri Nasi (Anchovies)	621
2023	Juni	Belanak (Mullets)	387
2023	Juni	Bentong (Oxeye scad)	959
2023	Juni	Cendro (Needle fish)	126
2023	Juni	Talang-Talang (Queen fish)	62
2023	Juni	Ikan Terbang (Flying fish)	8
2023	Juni	Japuh (Rainbow sardine)	339
2023	Juni	"Banyar  Restrelliger 
kanagurta"	258
2023	Juni	Kembung (Indian mackerels)	16.485
2023	Juni	Layang (Scads)	129
2023	Juni	Siro/Lemuru (Spotted sardinella)	4.347
2023	Juni	Selar (Trevallies)	9.700
2023	Juni	Tembang (Fringescale sardinella)	10.399
2023	Juni	Selanget (Chacunda gizzard shad)	1.118
2023	Juni	Tetengkek (Torpedo scad)	1.834
2023	Juni	Semar (Mene maculata)	489
2023	Juni	Tongkol (Frigate tuna)	2.701
2023	Juni	Layaran (Indo-pacific sailfish)	-
2023	Juni	Tenggiri (Narrow barred king mackerel)	466
2023	Juni	Cucut (Sharks)	2
2023	Juni	Manyung (Sea-cat fishes)	207
2023	Juni	Sebelah (Croaker)	238
2023	Juni	Kuwe (Great trevally)	605
2023	Juni	Bawal Hitam (Black pomfret)	-
2023	Juni	Bawal Putih (White pomfret)	-
2023	Juni	Golok-Golok (Dorab Wolf Hering)	86
2023	Juni	Beloso (Lizard fishes)	1.537
2023	Juni	Gerot-gerot (Saddle grunt)	-
2023	Juni	Peperek (Pony fishes)	72.634
2023	Juni	Kakap Putih (Giant Perach)	120
2023	Juni	Kakap Merah (Red Snapper)	37
2023	Juni	Jenaha (Snapper)	6
2023	Juni	Kurisi (Threadfin bream)	982
2023	Juni	Kuniran (Sulphur goatfish)	24.551
2023	Juni	Kuro (Giant threadfish)	-
2023	Juni	Alu-alu (Barracuda)	52
2023	Juni	Kerong-Kerong (Jarbua terapon)	-
2023	Juni	Layur (Hairtail fishes)	7
2023	Juni	Samgeh (Croackers)	2.414
2023	Juni	Pari (Rays)	858
2023	Juni	Ekor Kuning (Yellow tail)	615
2023	Juni	Kerapu (Grouper)	28
2023	Juni	Beronang (Spotted spinefoot)	14
2023	Juni	" Udang 
Jerbung"	1.642
2023	Juni	Udang Krosok (Tiger cat shrimp)	1.522
2023	Juni	Rajungan (Swimming crabs)	4.295
2023	Juni	Cumi-cumi (Common squids)	7.720
2023	Juni	Sotong (Cuttle fish)	1.157
2023	Juni	Gurita (Octopuses)	630
2023	Juni	Udang lainnya (Other shrimps)	3.533
2023	Juni	"Sembilang  Euristhmus 
microceps"	-
2023	Juni	"Udang Kipas Tenus 
Orientalis"	1.263
2023	Juni	" Ikan 
LainnyaOthers"	592
2023	Juni	 Kepiting	813
2023	Juni	Sunglir	11
2023	Juni	" Ikan Karang 
Lainnya"	
2023	Juni	 Gabus Laut	18
2023	Juni	 Lemadang	
2023	Juni	 Lencam	10
2023	Juni	 Kakak Tua	-
2023	Juni	Ayam-ayam	2
2023	Juni	 Rejung	-
2023	Juni	"Kaci Sweetlips 
Fish"	-
2023	Juni	Udang Raja King shrimp	-
2023	Juni	"Udang 
Windu Penaeus 
monodon"	-
2023	Juni	"Udang 
Ketak/Mantis Odontodactylus 
scyllarus"	-
2023	Juni	"Binatang 
berkulit 
keras Others"	-
2023	Juni	"Kapas - 
Kapas Gerres 
fiamentous"	-
2023	Juni	"Setuhuk 
Hitam [BLM] Makair"	-
2023	Juni	"wanggi/  
Mata besar Priacanthus 
Tayenus"	-
2023	Juli	Teri (Anchovy)	23.313
2023	Juli	Teri Nasi (Anchovies)	2.128
2023	Juli	Belanak (Mullets)	187
2023	Juli	Bentong (Oxeye scad)	466
2023	Juli	Cendro (Needle fish)	70
2023	Juli	Talang-Talang (Queen fish)	50
2023	Juli	Ikan Terbang (Flying fish)	71
2023	Juli	Japuh (Rainbow sardine)	126
2023	Juli	"Banyar  Restrelliger 
kanagurta"	416
2023	Juli	Kembung (Indian mackerels)	11.101
2023	Juli	Layang (Scads)	15
2023	Juli	Siro/Lemuru (Spotted sardinella)	1.791
2023	Juli	Selar (Trevallies)	2.739
2023	Juli	Tembang (Fringescale sardinella)	4.564
2023	Juli	Selanget (Chacunda gizzard shad)	1.472
2023	Juli	Tetengkek (Torpedo scad)	704
2023	Juli	Semar (Mene maculata)	85
2023	Juli	Tongkol (Frigate tuna)	74
2023	Juli	Layaran (Indo-pacific sailfish)	-
2023	Juli	Tenggiri (Narrow barred king mackerel)	352
2023	Juli	Cucut (Sharks)	28
2023	Juli	Manyung (Sea-cat fishes)	165
2023	Juli	Sebelah (Croaker)	287
2023	Juli	Kuwe (Great trevally)	357
2023	Juli	Bawal Hitam (Black pomfret)	-
2023	Juli	Bawal Putih (White pomfret)	-
2023	Juli	Golok-Golok (Dorab Wolf Hering)	58
2023	Juli	Beloso (Lizard fishes)	350
2023	Juli	Gerot-gerot (Saddle grunt)	-
2023	Juli	Peperek (Pony fishes)	37.247
2023	Juli	Kakap Putih (Giant Perach)	8
2023	Juli	Kakap Merah (Red Snapper)	66
2023	Juli	Jenaha (Snapper)	26
2023	Juli	Kurisi (Threadfin bream)	192
2023	Juli	Kuniran (Sulphur goatfish)	17.486
2023	Juli	Kuro (Giant threadfish)	-
2023	Juli	Alu-alu (Barracuda)	71
2023	Juli	Kerong-Kerong (Jarbua terapon)	-
2023	Juli	Layur (Hairtail fishes)	117
2023	Juli	Samgeh (Croackers)	2.356
2023	Juli	Pari (Rays)	833
2023	Juli	Ekor Kuning (Yellow tail)	579
2023	Juli	Kerapu (Grouper)	41
2023	Juli	Beronang (Spotted spinefoot)	47
2023	Juli	" Udang 
Jerbung"	1.138
2023	Juli	Udang Krosok (Tiger cat shrimp)	1.171
2023	Juli	Rajungan (Swimming crabs)	4.264
2023	Juli	Cumi-cumi (Common squids)	5.516
2023	Juli	Sotong (Cuttle fish)	761
2023	Juli	Gurita (Octopuses)	361
2023	Juli	Udang lainnya (Other shrimps)	2.952
2023	Juli	"Sembilang  Euristhmus 
microceps"	-
2023	Juli	"Udang Kipas Tenus 
Orientalis"	891
2023	Juli	" Ikan 
LainnyaOthers"	192
2023	Juli	 Kepiting	861
2023	Juli	Sunglir	-
2023	Juli	" Ikan Karang 
Lainnya"	-
2023	Juli	 Gabus Laut	-
2023	Juli	 Lemadang	-
2023	Juli	 Lencam	-
2023	Juli	 Kakak Tua	3
2023	Juli	Ayam-ayam	-
2023	Juli	 Rejung	-
2023	Juli	"Kaci Sweetlips 
Fish"	-
2023	Juli	Udang Raja King shrimp	-
2023	Juli	"Udang 
Windu Penaeus 
monodon"	-
2023	Juli	"Udang 
Ketak/Mantis Odontodactylus 
scyllarus"	-
2023	Juli	"Binatang 
berkulit 
keras Others"	-
2023	Juli	"Kapas - 
Kapas Gerres 
fiamentous"	-
2023	Juli	"Setuhuk 
Hitam [BLM] Makair"	-
2023	Juli	"wanggi/  
Mata besar Priacanthus 
Tayenus"	-
2023	Agustus	Teri (Anchovy)	21.549
2023	Agustus	Teri Nasi (Anchovies)	7
2023	Agustus	Belanak (Mullets)	335
2023	Agustus	Bentong (Oxeye scad)	17
2023	Agustus	Cendro (Needle fish)	35
2023	Agustus	Talang-Talang (Queen fish)	41
2023	Agustus	Ikan Terbang (Flying fish)	11
2023	Agustus	Japuh (Rainbow sardine)	59
2023	Agustus	"Banyar  Restrelliger 
kanagurta"	42
2023	Agustus	Kembung (Indian mackerels)	17.728
2023	Agustus	Layang (Scads)	1
2023	Agustus	Siro/Lemuru (Spotted sardinella)	1.723
2023	Agustus	Selar (Trevallies)	1.438
2023	Agustus	Tembang (Fringescale sardinella)	2.706
2023	Agustus	Selanget (Chacunda gizzard shad)	1.997
2023	Agustus	Tetengkek (Torpedo scad)	205
2023	Agustus	Semar (Mene maculata)	667
2023	Agustus	Tongkol (Frigate tuna)	127
2023	Agustus	Layaran (Indo-pacific sailfish)	18
2023	Agustus	Tenggiri (Narrow barred king mackerel)	320
2023	Agustus	Cucut (Sharks)	33
2023	Agustus	Manyung (Sea-cat fishes)	-
2023	Agustus	Sebelah (Croaker)	256
2023	Agustus	Kuwe (Great trevally)	666
2023	Agustus	Bawal Hitam (Black pomfret)	-
2023	Agustus	Bawal Putih (White pomfret)	-
2023	Agustus	Golok-Golok (Dorab Wolf Hering)	177
2023	Agustus	Beloso (Lizard fishes)	1.143
2023	Agustus	Gerot-gerot (Saddle grunt)	-
2023	Agustus	Peperek (Pony fishes)	44.090
2023	Agustus	Kakap Putih (Giant Perach)	30
2023	Agustus	Kakap Merah (Red Snapper)	-
2023	Agustus	Jenaha (Snapper)	16
2023	Agustus	Kurisi (Threadfin bream)	658
2023	Agustus	Kuniran (Sulphur goatfish)	32.147
2023	Agustus	Kuro (Giant threadfish)	-
2023	Agustus	Alu-alu (Barracuda)	123
2023	Agustus	Kerong-Kerong (Jarbua terapon)	-
2023	Agustus	Layur (Hairtail fishes)	486
2023	Agustus	Samgeh (Croackers)	2.514
2023	Agustus	Pari (Rays)	1.284
2023	Agustus	Ekor Kuning (Yellow tail)	696
2023	Agustus	Kerapu (Grouper)	31
2023	Agustus	Beronang (Spotted spinefoot)	195
2023	Agustus	" Udang 
Jerbung"	1.190
2023	Agustus	Udang Krosok (Tiger cat shrimp)	1.091
2023	Agustus	Rajungan (Swimming crabs)	5.267
2023	Agustus	Cumi-cumi (Common squids)	4.948
2023	Agustus	Sotong (Cuttle fish)	842
2023	Agustus	Gurita (Octopuses)	435
2023	Agustus	Udang lainnya (Other shrimps)	2.027
2023	Agustus	"Sembilang  Euristhmus 
microceps"	-
2023	Agustus	"Udang Kipas Tenus 
Orientalis"	528
2023	Agustus	" Ikan 
LainnyaOthers"	207
2023	Agustus	 Kepiting	1.228
2023	Agustus	Sunglir	-
2023	Agustus	" Ikan Karang 
Lainnya"	-
2023	Agustus	 Gabus Laut	-
2023	Agustus	 Lemadang	
2023	Agustus	 Lencam	2
2023	Agustus	 Kakak Tua	1
2023	Agustus	Ayam-ayam	-
2023	Agustus	 Rejung	-
2023	Agustus	"Kaci Sweetlips 
Fish"	-
2023	Agustus	Udang Raja King shrimp	-
2023	Agustus	"Udang 
Windu Penaeus 
monodon"	-
2023	Agustus	"Udang 
Ketak/Mantis Odontodactylus 
scyllarus"	-
2023	Agustus	"Binatang 
berkulit 
keras Others"	-
2023	Agustus	"Kapas - 
Kapas Gerres 
fiamentous"	-
2023	Agustus	"Setuhuk 
Hitam [BLM] Makair"	-
2023	Agustus	"wanggi/  
Mata besar Priacanthus 
Tayenus"	-
2023	September	Teri (Anchovy)	26.027
2023	September	Teri Nasi (Anchovies)	-
2023	September	Belanak (Mullets)	558
2023	September	Bentong (Oxeye scad)	65
2023	September	Cendro (Needle fish)	92
2023	September	Talang-Talang (Queen fish)	281
2023	September	Ikan Terbang (Flying fish)	6
2023	September	Japuh (Rainbow sardine)	1.696
2023	September	"Banyar  Restrelliger 
kanagurta"	-
2023	September	Kembung (Indian mackerels)	17.523
2023	September	Layang (Scads)	14
2023	September	Siro/Lemuru (Spotted sardinella)	1.192
2023	September	Selar (Trevallies)	789
2023	September	Tembang (Fringescale sardinella)	2.033
2023	September	Selanget (Chacunda gizzard shad)	4.423
2023	September	Tetengkek (Torpedo scad)	351
2023	September	Semar (Mene maculata)	224
2023	September	Tongkol (Frigate tuna)	14
2023	September	Layaran (Indo-pacific sailfish)	78
2023	September	Tenggiri (Narrow barred king mackerel)	653
2023	September	Cucut (Sharks)	21
2023	September	Manyung (Sea-cat fishes)	54
2023	September	Sebelah (Croaker)	368
2023	September	Kuwe (Great trevally)	292
2023	September	Bawal Hitam (Black pomfret)	-
2023	September	Bawal Putih (White pomfret)	6
2023	September	Golok-Golok (Dorab Wolf Hering)	318
2023	September	Beloso (Lizard fishes)	1.771
2023	September	Gerot-gerot (Saddle grunt)	-
2023	September	Peperek (Pony fishes)	35.645
2023	September	Kakap Putih (Giant Perach)	9
2023	September	Kakap Merah (Red Snapper)	37
2023	September	Jenaha (Snapper)	-
2023	September	Kurisi (Threadfin bream)	1.263
2023	September	Kuniran (Sulphur goatfish)	22.935
2023	September	Kuro (Giant threadfish)	109
2023	September	Alu-alu (Barracuda)	137
2023	September	Kerong-Kerong (Jarbua terapon)	-
2023	September	Layur (Hairtail fishes)	159
2023	September	Samgeh (Croackers)	5.155
2023	September	Pari (Rays)	2.226
2023	September	Ekor Kuning (Yellow tail)	689
2023	September	Kerapu (Grouper)	45
2023	September	Beronang (Spotted spinefoot)	5
2023	September	" Udang 
Jerbung"	2.415
2023	September	Udang Krosok (Tiger cat shrimp)	2.463
2023	September	Rajungan (Swimming crabs)	6.031
2023	September	Cumi-cumi (Common squids)	3.052
2023	September	Sotong (Cuttle fish)	1.524
2023	September	Gurita (Octopuses)	669
2023	September	Udang lainnya (Other shrimps)	1.244
2023	September	"Sembilang  Euristhmus 
microceps"	-
2023	September	"Udang Kipas Tenus 
Orientalis"	620
2023	September	" Ikan 
LainnyaOthers"	250
2023	September	 Kepiting	1.724
2023	September	Sunglir	-
2023	September	" Ikan Karang 
Lainnya"	108
2023	September	 Gabus Laut	7
2023	September	 Lemadang	-
2023	September	 Lencam	2
2023	September	 Kakak Tua	-
2023	September	Ayam-ayam	
2023	September	 Rejung	19
2023	September	"Kaci Sweetlips 
Fish"	-
2023	September	Udang Raja King shrimp	-
2023	September	"Udang 
Windu Penaeus 
monodon"	-
2023	September	"Udang 
Ketak/Mantis Odontodactylus 
scyllarus"	-
2023	September	"Binatang 
berkulit 
keras Others"	-
2023	September	"Kapas - 
Kapas Gerres 
fiamentous"	-
2023	September	"Setuhuk 
Hitam [BLM] Makair"	-
2023	September	"wanggi/  
Mata besar Priacanthus 
Tayenus"	-
2023	Oktober	Teri (Anchovy)	20.841
2023	Oktober	Teri Nasi (Anchovies)	-
2023	Oktober	Belanak (Mullets)	343
2023	Oktober	Bentong (Oxeye scad)	213
2023	Oktober	Cendro (Needle fish)	110
2023	Oktober	Talang-Talang (Queen fish)	196
2023	Oktober	Ikan Terbang (Flying fish)	8
2023	Oktober	Japuh (Rainbow sardine)	9.843
2023	Oktober	"Banyar  Restrelliger 
kanagurta"	-
2023	Oktober	Kembung (Indian mackerels)	16.398
2023	Oktober	Layang (Scads)	-
2023	Oktober	Siro/Lemuru (Spotted sardinella)	1.405
2023	Oktober	Selar (Trevallies)	538
2023	Oktober	Tembang (Fringescale sardinella)	757
2023	Oktober	Selanget (Chacunda gizzard shad)	6.806
2023	Oktober	Tetengkek (Torpedo scad)	1.612
2023	Oktober	Semar (Mene maculata)	4
2023	Oktober	Tongkol (Frigate tuna)	108
2023	Oktober	Layaran (Indo-pacific sailfish)	42
2023	Oktober	Tenggiri (Narrow barred king mackerel)	1.996
2023	Oktober	Cucut (Sharks)	36
2023	Oktober	Manyung (Sea-cat fishes)	60
2023	Oktober	Sebelah (Croaker)	717
2023	Oktober	Kuwe (Great trevally)	439
2023	Oktober	Bawal Hitam (Black pomfret)	4
2023	Oktober	Bawal Putih (White pomfret)	-
2023	Oktober	Golok-Golok (Dorab Wolf Hering)	686
2023	Oktober	Beloso (Lizard fishes)	2.722
2023	Oktober	Gerot-gerot (Saddle grunt)	-
2023	Oktober	Peperek (Pony fishes)	30.573
2023	Oktober	Kakap Putih (Giant Perach)	5
2023	Oktober	Kakap Merah (Red Snapper)	17
2023	Oktober	Jenaha (Snapper)	8
2023	Oktober	Kurisi (Threadfin bream)	1.446
2023	Oktober	Kuniran (Sulphur goatfish)	10.134
2023	Oktober	Kuro (Giant threadfish)	340
2023	Oktober	Alu-alu (Barracuda)	182
2023	Oktober	Kerong-Kerong (Jarbua terapon)	-
2023	Oktober	Layur (Hairtail fishes)	82
2023	Oktober	Samgeh (Croackers)	8.621
2023	Oktober	Pari (Rays)	2.271
2023	Oktober	Ekor Kuning (Yellow tail)	217
2023	Oktober	Kerapu (Grouper)	8
2023	Oktober	Beronang (Spotted spinefoot)	-
2023	Oktober	" Udang 
Jerbung"	3.183
2023	Oktober	Udang Krosok (Tiger cat shrimp)	5.651
2023	Oktober	Rajungan (Swimming crabs)	7.315
2023	Oktober	Cumi-cumi (Common squids)	2.896
2023	Oktober	Sotong (Cuttle fish)	2.216
2023	Oktober	Gurita (Octopuses)	746
2023	Oktober	Udang lainnya (Other shrimps)	1.194
2023	Oktober	"Sembilang  Euristhmus 
microceps"	-
2023	Oktober	"Udang Kipas Tenus 
Orientalis"	309
2023	Oktober	" Ikan 
LainnyaOthers"	95
2023	Oktober	 Kepiting	2.013
2023	Oktober	Sunglir	1.471
2023	Oktober	" Ikan Karang 
Lainnya"	76
2023	Oktober	 Gabus Laut	24
2023	Oktober	 Lemadang	-
2023	Oktober	 Lencam	4
2023	Oktober	 Kakak Tua	-
2023	Oktober	Ayam-ayam	
2023	Oktober	 Rejung	76
2023	Oktober	"Kaci Sweetlips 
Fish"	-
2023	Oktober	Udang Raja King shrimp	-
2023	Oktober	"Udang 
Windu Penaeus 
monodon"	-
2023	Oktober	"Udang 
Ketak/Mantis Odontodactylus 
scyllarus"	-
2023	Oktober	"Binatang 
berkulit 
keras Others"	
2023	Oktober	"Kapas - 
Kapas Gerres 
fiamentous"	10
2023	Oktober	"Setuhuk 
Hitam [BLM] Makair"	-
2023	Oktober	"wanggi/  
Mata besar Priacanthus 
Tayenus"	-
2023	November	Teri (Anchovy)	5.791
2023	November	Teri Nasi (Anchovies)	
2023	November	Belanak (Mullets)	133
2023	November	Bentong (Oxeye scad)	510
2023	November	Cendro (Needle fish)	191
2023	November	Talang-Talang (Queen fish)	150
2023	November	Ikan Terbang (Flying fish)	340
2023	November	Japuh (Rainbow sardine)	
2023	November	"Banyar  Restrelliger 
kanagurta"	-
2023	November	Kembung (Indian mackerels)	16.957
2023	November	Layang (Scads)	48.581
2023	November	Siro/Lemuru (Spotted sardinella)	351
2023	November	Selar (Trevallies)	5.182
2023	November	Tembang (Fringescale sardinella)	3.938
2023	November	Selanget (Chacunda gizzard shad)	21.379
2023	November	Tetengkek (Torpedo scad)	3.071
2023	November	Semar (Mene maculata)	1.463
2023	November	Tongkol (Frigate tuna)	8.919
2023	November	Layaran (Indo-pacific sailfish)	-
2023	November	Tenggiri (Narrow barred king mackerel)	1.817
2023	November	Cucut (Sharks)	85
2023	November	Manyung (Sea-cat fishes)	502
2023	November	Sebelah (Croaker)	586
2023	November	Kuwe (Great trevally)	384
2023	November	Bawal Hitam (Black pomfret)	1
2023	November	Bawal Putih (White pomfret)	-
2023	November	Golok-Golok (Dorab Wolf Hering)	1.218
2023	November	Beloso (Lizard fishes)	2.159
2023	November	Gerot-gerot (Saddle grunt)	-
2023	November	Peperek (Pony fishes)	27.085
2023	November	Kakap Putih (Giant Perach)	2
2023	November	Kakap Merah (Red Snapper)	5
2023	November	Jenaha (Snapper)	10
2023	November	Kurisi (Threadfin bream)	2.737
2023	November	Kuniran (Sulphur goatfish)	11.206
2023	November	Kuro (Giant threadfish)	660
2023	November	Alu-alu (Barracuda)	150
2023	November	Kerong-Kerong (Jarbua terapon)	231
2023	November	Layur (Hairtail fishes)	107
2023	November	Samgeh (Croackers)	10.466
2023	November	Pari (Rays)	942
2023	November	Ekor Kuning (Yellow tail)	29
2023	November	Kerapu (Grouper)	26
2023	November	Beronang (Spotted spinefoot)	-
2023	November	" Udang 
Jerbung"	2.018
2023	November	Udang Krosok (Tiger cat shrimp)	5.467
2023	November	Rajungan (Swimming crabs)	7.196
2023	November	Cumi-cumi (Common squids)	27.417
2023	November	Sotong (Cuttle fish)	2.622
2023	November	Gurita (Octopuses)	694
2023	November	Udang lainnya (Other shrimps)	289
2023	November	"Sembilang  Euristhmus 
microceps"	17
2023	November	"Udang Kipas Tenus 
Orientalis"	601
2023	November	" Ikan 
LainnyaOthers"	136
2023	November	 Kepiting	2.178
2023	November	Sunglir	857
2023	November	" Ikan Karang 
Lainnya"	
2023	November	 Gabus Laut	78
2023	November	 Lemadang	
2023	November	 Lencam	17
2023	November	 Kakak Tua	8
2023	November	Ayam-ayam	
2023	November	 Rejung	7
2023	November	"Kaci Sweetlips 
Fish"	160
2023	November	Udang Raja King shrimp	10
2023	November	"Udang 
Windu Penaeus 
monodon"	167
2023	November	"Udang 
Ketak/Mantis Odontodactylus 
scyllarus"	9
2023	November	"Binatang 
berkulit 
keras Others"	246
2023	November	"Kapas - 
Kapas Gerres 
fiamentous"	
2023	November	"Setuhuk 
Hitam [BLM] Makair"	-
2023	November	"wanggi/  
Mata besar Priacanthus 
Tayenus"	-
2023	Desember	Teri (Anchovy)	16.249
2023	Desember	Teri Nasi (Anchovies)	536
2023	Desember	Belanak (Mullets)	204
2023	Desember	Bentong (Oxeye scad)	3.917
2023	Desember	Cendro (Needle fish)	259
2023	Desember	Talang-Talang (Queen fish)	273
2023	Desember	Ikan Terbang (Flying fish)	4
2023	Desember	Japuh (Rainbow sardine)	3.211
2023	Desember	"Banyar  Restrelliger 
kanagurta"	44
2023	Desember	Kembung (Indian mackerels)	14.746
2023	Desember	Layang (Scads)	52.639
2023	Desember	Siro/Lemuru (Spotted sardinella)	597
2023	Desember	Selar (Trevallies)	3.567
2023	Desember	Tembang (Fringescale sardinella)	11.968
2023	Desember	Selanget (Chacunda gizzard shad)	22.511
2023	Desember	Tetengkek (Torpedo scad)	2.449
2023	Desember	Semar (Mene maculata)	51
2023	Desember	Tongkol (Frigate tuna)	2.524
2023	Desember	Layaran (Indo-pacific sailfish)	-
2023	Desember	Tenggiri (Narrow barred king mackerel)	2.694
2023	Desember	Cucut (Sharks)	190
2023	Desember	Manyung (Sea-cat fishes)	522
2023	Desember	Sebelah (Croaker)	467
2023	Desember	Kuwe (Great trevally)	473
2023	Desember	Bawal Hitam (Black pomfret)	-
2023	Desember	Bawal Putih (White pomfret)	-
2023	Desember	Golok-Golok (Dorab Wolf Hering)	1.777
2023	Desember	Beloso (Lizard fishes)	1.086
2023	Desember	Gerot-gerot (Saddle grunt)	-
2023	Desember	Peperek (Pony fishes)	28.591
2023	Desember	Kakap Putih (Giant Perach)	-
2023	Desember	Kakap Merah (Red Snapper)	27
2023	Desember	Jenaha (Snapper)	48
2023	Desember	Kurisi (Threadfin bream)	1.805
2023	Desember	Kuniran (Sulphur goatfish)	10.896
2023	Desember	Kuro (Giant threadfish)	1.317
2023	Desember	Alu-alu (Barracuda)	164
2023	Desember	Kerong-Kerong (Jarbua terapon)	3.946
2023	Desember	Layur (Hairtail fishes)	329
2023	Desember	Samgeh (Croackers)	9.851
2023	Desember	Pari (Rays)	1.155
2023	Desember	Ekor Kuning (Yellow tail)	8
2023	Desember	Kerapu (Grouper)	45
2023	Desember	Beronang (Spotted spinefoot)	-
2023	Desember	" Udang 
Jerbung"	871
2023	Desember	Udang Krosok (Tiger cat shrimp)	2.318
2023	Desember	Rajungan (Swimming crabs)	6.831
2023	Desember	Cumi-cumi (Common squids)	16.537
2023	Desember	Sotong (Cuttle fish)	2.651
2023	Desember	Gurita (Octopuses)	619
2023	Desember	Udang lainnya (Other shrimps)	917
2023	Desember	"Sembilang  Euristhmus 
microceps"	-
2023	Desember	"Udang Kipas Tenus 
Orientalis"	781
2023	Desember	" Ikan 
LainnyaOthers"	48
2023	Desember	 Kepiting	1.995
2023	Desember	Sunglir	-
2023	Desember	" Ikan Karang 
Lainnya"	96
2023	Desember	 Gabus Laut	39
2023	Desember	 Lemadang	6
2023	Desember	 Lencam	2
2023	Desember	 Kakak Tua	5
2023	Desember	Ayam-ayam	-
2023	Desember	 Rejung	17
2023	Desember	"Kaci Sweetlips 
Fish"	65
2023	Desember	Udang Raja King shrimp	
2023	Desember	"Udang 
Windu Penaeus 
monodon"	
2023	Desember	"Udang 
Ketak/Mantis Odontodactylus 
scyllarus"	
2023	Desember	"Binatang 
berkulit 
keras Others"	
2023	Desember	"Kapas - 
Kapas Gerres 
fiamentous"	
2023	Desember	"Setuhuk 
Hitam [BLM] Makair"	16
2023	Desember	"wanggi/  
Mata besar Priacanthus 
Tayenus"	308
2024	Januari	Teri (Anchovy)	16.784
2024	Januari	Teri Nasi (Anchovies)	9
2024	Januari	Belanak (Mullets)	258
2024	Januari	Bentong (Oxeye scad)	957
2024	Januari	Cendro (Needle fish)	94
2024	Januari	Talang-Talang (Queen fish)	49
2024	Januari	Ikan Terbang (Flying fish)	-
2024	Januari	Japuh (Rainbow sardine)	9.631
2024	Januari	"Banyar Restrelliger 
kanagurta"	4.435
2024	Januari	Kembung (Indian mackerels)	16.816
2024	Januari	Layang (Scads)	97.938
2024	Januari	Siro/Lemuru (Spotted sardinella)	371
2024	Januari	Selar (Trevallies)	11.235
2024	Januari	Tembang (Fringescale sardinella)	5.114
2024	Januari	Selanget (Chacunda gizzard shad)	24.671
2024	Januari	Tetengkek (Torpedo scad)	3.508
2024	Januari	Semar (Mene maculata)	24
2024	Januari	Tongkol (Frigate tuna)	1.254
2024	Januari	Layaran (Indo-pacific sailfish)	17
2024	Januari	Tenggiri (Narrow barred king mackerel)	2.590
2024	Januari	Cucut (Sharks)	26
2024	Januari	Manyung (Sea-cat fishes)	880
2024	Januari	Sebelah (Croaker)	1.704
2024	Januari	Kuwe (Great trevally)	141
2024	Januari	Bawal Hitam (Black pomfret)	74
2024	Januari	Bawal Putih (White pomfret)	153
2024	Januari	Golok-Golok (Dorab Wolf Hering)	2.260
2024	Januari	Beloso (Lizard fishes)	1.628
2024	Januari	Gerot-gerot (Saddle grunt)	-
2024	Januari	Peperek (Pony fishes)	24.375
2024	Januari	Kakap Putih (Giant Perach)	2
2024	Januari	Kakap Merah (Red Snapper)	19
2024	Januari	Jenaha (Snapper)	17
2024	Januari	Kurisi (Threadfin bream)	1.787
2024	Januari	Kuniran (Sulphur goatfish)	13.855
2024	Januari	Kuro (Giant threadfish)	499
2024	Januari	Alu-alu (Barracuda)	105
2024	Januari	Kerong-Kerong (Jarbua terapon)	609
2024	Januari	Layur (Hairtail fishes)	950
2024	Januari	Samgeh (Croackers)	9.024
2024	Januari	Pari (Rays)	1.894
2024	Januari	Ekor Kuning (Yellow tail)	14
2024	Januari	Kerapu (Grouper)	41
2024	Januari	Beronang (Spotted spinefoot)	8
2024	Januari	" Udang 
Jerbung"	782
2024	Januari	Udang Krosok (Tiger cat shrimp)	5.392
2024	Januari	Rajungan (Swimming crabs)	9.091
2024	Januari	Cumi-cumi (Common squids)	13.315
2024	Januari	Sotong (Cuttle fish)	2.676
2024	Januari	Gurita (Octopuses)	1.412
2024	Januari	Udang lainnya (Other shrimps)	1.595
2024	Januari	"Udang Dogol Metapenaeus 
monoceros"	-
2024	Januari	"Sembilang  Euristhmus 
microceps"	1.615
2024	Januari	"Udang Kipas Tenus 
Orientalis"	103
2024	Januari	Ikan Karang Lainnya	-
2024	Januari	Gabus Laut	33
2024	Januari	 Lemadang 	7
2024	Januari	 Lencam	20
2024	Januari	 Ayam-ayam	-
2024	Januari	 Rejung	-
2024	Januari	Layang Deles	-
2024	Januari	Sunglir	-
2024	Januari	Tuna Mata Besar	-
2024	Januari	Madidihang	-
2024	Januari	Tongkol Pisang Balaki	-
2024	Januari	Cakalang	-
2024	Januari	Lemadang	-
